course_title,taught_how,subject,number,co_requisites,prerequisites,college,department,credit_hours,id
EARLY MOD EUROPE,On Line Class,HIST,249L,,,Liberal Arts LA,School of Liberal Arts LA,3,772
JESUS+DISCIPLESHIP,Lecture,REST,245L,,,Liberal Arts LA,School of Liberal Arts LA,3,773
ITALIAN ETHICS,Lorenzo di Medici,FLOR,257L,,,Registrar RG,Registrar RG,2,774
SEMINAR-COMM,Marist Abroad,COM,402L,,,Communication and The Arts CO,School Communication Arts CO,3,775
SP TOP:BUSINESS,Marist Abroad,BUS,394N,,,Management SM,School of Management SM,3,776
MARIST ABROAD PROGRAM-LDM,Lorenzo di Medici,MAP,323N,,,Registrar RG,Registrar RG,3,777
GENDER+MEDIA,Lecture,MDIA,335L,,,Communication and The Arts CO,School Communication Arts CO,3,778
MOVEMENT IN SPORT,Lecture,PHED,401L,,,Science SI,School of Science SI,2,779
MODERN EUROPE,Lecture,HIST,252L,,,Liberal Arts LA,School of Liberal Arts LA,3,780
ARCHAEOLOGY OF DEATH,Lorenzo di Medici,REST,302L,,,Liberal Arts LA,School of Liberal Arts LA,3,781
INST: PORTFOLIO II,Independent Study,COM,403L,,,Communication and The Arts CO,School Communication Arts CO,3,782
BUSINESS INTERN,Internship,BUS,395N,,,Management SM,School of Management SM,1,783
MARIST ABROAD PROGRAM-LDM,Lorenzo di Medici,MAP,326N,,,Registrar RG,Registrar RG,13,784
STUDY ABROAD ePORTFOLIO,On Line Class,FLOR,260L,,,Liberal Arts LA,School of Liberal Arts LA,1,787
PRIN PROB/COACHNG,Lecture,PHED,410N,,,Science SI,School of Science SI,3,786
RUSSIAN REVOLUT,Lecture,HIST,262L,,,Liberal Arts LA,School of Liberal Arts LA,3,788
WOMEN IN RELIGION,Lorenzo di Medici,REST,316L,,,Liberal Arts LA,School of Liberal Arts LA,3,789
CREATIVE PROCESS,Lecture,FASH,126N,,,Communication and The Arts CO,School Communication Arts CO,3,791
COM INTERNSHIP,Internship,COM,404N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Career Development', '100N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,2,790
MARIST ABROAD PROG (GRAD) LDM,Lorenzo di Medici,MAP,327N,,,Registrar RG,Registrar RG,1,792
GENERAL LIT,Lorenzo di Medici,FLOR,262L,,,Registrar RG,Registrar RG,2,794
DIRECTING,Lecture,MDIA,350L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'English', '227L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'English', '241L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Media Studies & Production', '206L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'English', '340L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,785
ST:VAN GOGH & MODERN ART,Lecture,ART,393L,,,Communication and The Arts CO,School Communication Arts CO,3,793
MODERN CHINA,Marist Abroad,HIST,271L,,,Liberal Arts LA,School of Liberal Arts LA,3,795
HUMAN GROSS ANATOMY,Lecture,PHTH,600N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,6,796
BUSINESS INTERN,Internship,BUS,396N,,,Management SM,School of Management SM,2,797
MARRIAGE & FAMILY,Lecture,REST,335L,,,Liberal Arts LA,School of Liberal Arts LA,3,798
FASH FIG DRAW,Lorenzo di Medici,FASH,130N,,,Communication and The Arts CO,School Communication Arts CO,1,799
MARIST ABROAD PROGRAM-LDM,Lorenzo di Medici,MAP,329N,,,Registrar RG,Registrar RG,6,800
ECON-SOCIAL ISSUES,Lecture,ECON,150L,,,Management SM,School of Management SM,3,802
MEDIA INTERNSHIP,Lorenzo di Medici,MDIA,361N,,,Communication and The Arts CO,School Communication Arts CO,3,803
INTRO TO PHYSICAL THERAPY,Lecture,PHTH,601N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,2,805
MODERN LATIN AMERICA,Lecture,HIST,274L,,,Liberal Arts LA,School of Liberal Arts LA,3,804
BUSINESS INTERN,Internship,BUS,397N,,,Management SM,School of Management SM,3,806
COM INTERNSHIP,Internship,COM,405N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Career Development', '100N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,5,801
ST: EUROPEAN ARCH,Marist Abroad,ART,394L,,,Communication and The Arts CO,School Communication Arts CO,3,807
AGRICULTURAL ECONOMICS,Marist Abroad,ECON,209L,,,Management SM,School of Management SM,3,808
FASH FIG DRAWIII,Lecture,FASH,132N,,,Communication and The Arts CO,School Communication Arts CO,1,809
HUMAN PHYSIOLOGY,Lecture,PHTH,602N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,3,811
ITALY'S CONTRIBUTION MOD SCI,Marist Abroad,HIST,281L,,,Liberal Arts LA,School of Liberal Arts LA,3,810
BUSINESS INTERN,Internship,BUS,398N,,,Management SM,School of Management SM,6,812
MEDIA INTERNSHIP,Internship,MDIA,362N,,,Communication and The Arts CO,School Communication Arts CO,6,815
RESPON & JUSTICE FUTURE GENR,Lorenzo di Medici,REST,364L,,,Liberal Arts LA,School of Liberal Arts LA,3,814
COMM INTERNSHIP,Internship,COM,406N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Career Development', '100N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,9,813
ST:THE ARTIST IN THE STUDIO,Marist Abroad,ART,395N,,,Communication and The Arts CO,School Communication Arts CO,3,816
FASH FIG DRAW IV,Lecture,FASH,133N,,,Communication and The Arts CO,School Communication Arts CO,1,817
MARIST ABROAD PROGRAM-LDM,Lorenzo di Medici,MAP,331N,,,Registrar RG,Registrar RG,4,818
CRITICAL INQUIRY I,Lecture,PHTH,603N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,2,819
HIST-POL:IRELAND,Marist Abroad,HIST,285L,,,Liberal Arts LA,School of Liberal Arts LA,3,821
INST: ADV ETHICAL DEC. MAKING,Independent Study,BUS,406N,,,Management SM,School of Management SM,3,822
PROFESSIONAL WRITING,Lorenzo di Medici,FLOR,263L,,,Registrar RG,Registrar RG,2,823
INST: VIDEO ART II,Independent Study,MDIA,390L,,,Communication and The Arts CO,School Communication Arts CO,3,824
ST:HIST OF PERS/REL&RACE PREJ,Marist Abroad,REST,392L,,,Liberal Arts LA,School of Liberal Arts LA,3,825
MARIST ABROAD-LDM,Lorenzo di Medici,MAP,336N,,,Registrar RG,Registrar RG,2,826
FIN ART INTERN,Internship,ART,397N,,,Communication and The Arts CO,School Communication Arts CO,3,828
MUSCULOSKELETAL MGMT I,Lecture,PHTH,616N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,3,829
INTERMED MICROECON,Lecture,ECON,303L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Economics', '103L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Economics', '102L', 'Undergraduate', 'D', ')'], ['And', '(', '', '', 'Economics', '101L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Economics', '104L', 'Undergraduate', 'D', ')']]",Management SM,School of Management SM,3,820
ST:PORT DEV/ADV CREATIVES,Lecture,COM,407L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '354N', 'Undergraduate', 'B-', '']]",Communication and The Arts CO,School Communication Arts CO,3,827
ST:CULTURALSPAIN 1940 - 2000,Marist Abroad,HIST,292L,,,Liberal Arts LA,School of Liberal Arts LA,3,830
FASH DESGN I:DRAW&COLOR,Marist Abroad,FASH,140N,,,Communication and The Arts CO,School Communication Arts CO,3,832
INST: MUSIC VIDEO,Independent Study,MDIA,391N,,,Communication and The Arts CO,School Communication Arts CO,3,833
ELEM RUSSIAN II,Lecture,RUSS,102L,,,Liberal Arts LA,School of Liberal Arts LA,3,834
MARIST ABROAD ELECTIVE,Marist Abroad,MAP,341L,,,Registrar RG,Registrar RG,3,835
FINE ART INTERN,Internship,ART,398N,,,Communication and The Arts CO,School Communication Arts CO,1,836
NEUROLOGICAL MGMT I,Lecture,PHTH,617N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,3,837
EMPLOYMENT-DEVELO,Lecture,BUS,410N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Business', '301N', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Business', '100N', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,831
ITALIAN 5,Lorenzo di Medici,FLOR,264L,,,Registrar RG,Registrar RG,2,839
MADE IN ITALY:CULTURE OF EXCEL,Marist Abroad,FASH,183L,,,Communication and The Arts CO,School Communication Arts CO,3,841
INTER RUSSIAN I,Non Scheduled,RUSS,105L,,,Liberal Arts LA,School of Liberal Arts LA,3,842
COMM INTERNSHIP,Internship,COM,408N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Career Development', '100N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,12,840
MARIST ABROAD ELECTIVE,Marist Abroad,MAP,342L,,,Registrar RG,Registrar RG,3,843
ST:GRAPHIC DESIGN:ADV PROJECTS,On Line Class,ART,400N,,,Communication and The Arts CO,School Communication Arts CO,4,844
DIAGNOSTIC IMAGING,Lecture,PHTH,618N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,2,845
INTERMED MACROECO,Lecture,ECON,304L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Economics', '103L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Economics', '102L', 'Undergraduate', 'D', ')'], ['And', '(', '', '', 'Economics', '104L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Economics', '101L', 'Undergraduate', 'D', ')']]",Management SM,School of Management SM,3,838
ADV TOP-HUMAN RESOUCES MGT,Lecture,BUS,413N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Business', '301N', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Business', '301N', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,846
MARIST ABROAD ELECTIVE,Marist Abroad,MAP,343L,,,Registrar RG,Registrar RG,3,849
ART INTERN,Lecture,ART,403N,,,Communication and The Arts CO,School Communication Arts CO,6,850
CLINICAL EDUCATION I,Lecture,PHTH,620N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,6,851
BUS TO BUS ADVERT,Marist Abroad,COM,411L,,,Communication and The Arts CO,School Communication Arts CO,3,853
INTRO TO SOC WORK,Lecture,SOCW,230L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Sociology', '101L', 'Undergraduate', 'C', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,848
ITAL THEATRE HISTORY,Lorenzo di Medici,FLOR,265L,,,Registrar RG,Registrar RG,2,854
INST: CAREER MENTOR ASST II,Independent Study,BUS,414L,,,Management SM,School of Management SM,3,855
TEXTILES,Lecture,FASH,200N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Fashion', '100N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Fashion', '100L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,852
MARIST ABROAD ELECTIVE,Marist Abroad,MAP,344L,,,Registrar RG,Registrar RG,3,856
DIFFERENTIAL DIAGNOSIS,Lecture,PHTH,700N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,3,857
DOMESTIC VIOLENCE PREVENTION,Lecture,SOCW,326L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,860
ART INTERN,Internship,ART,406N,,,Communication and The Arts CO,School Communication Arts CO,4,861
ISSUES IN SUSTAIN,Lorenzo di Medici,FLOR,271N,,,Registrar RG,Registrar RG,2,862
ENVIRON ECONOMICS,Lecture,ECON,305L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Economics', '102L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Economics', '103L', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,858
MARIST ABROAD ELECTIVE,Marist Abroad,MAP,345L,,,Registrar RG,Registrar RG,3,864
ST:DIRECTING NARRATIVE FILM,Lecture,MDIA,394N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Media Studies & Production', '203L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,863
ADVANCED MANUAL THERAPY,Lecture,PHTH,701N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,2,865
SOC WORK W/AGING,Marist Abroad,SOCW,343L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,866
ART INTERN,Internship,ART,408N,,,Communication and The Arts CO,School Communication Arts CO,5,867
COMM CAMPAIGN MANAGEMENT,Lecture,COM,418L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Communication', '211L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Communication', '370L', 'Undergraduate', 'D', ')'], ['And', '(', '', '', 'Communication', '212L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Communication', '470L', 'Undergraduate', 'D', ')'], ['And', '(', '', '', 'Communication', '333L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Communication', '375L', 'Undergraduate', 'D', ')']]",Communication and The Arts CO,School Communication Arts CO,3,859
MARIST ABROAD ELECTIVE,Marist Abroad,MAP,363L,,,Registrar RG,Registrar RG,1,869
CHINA DEVE & THE GLOBAL SHIFT,Lorenzo di Medici,ECON,306L,,,Mgt.Studies* MG,Management Studies MG,3,868
ST:NORTH LIGHTS(MEDIA IN NORWA,Lecture,MDIA,395N,,,Communication and The Arts CO,School Communication Arts CO,3,870
DESIGN STUDIO TECH,Lecture,FASH,210N,,,Communication and The Arts CO,School Communication Arts CO,3,871
LIFESPAN PHY TPY-ADL-GERIATRIC,Lecture,PHTH,702N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,2,872
DIGITAL PHOTO II,Marist Abroad,ART,425N,,,Communication and The Arts CO,School Communication Arts CO,3,875
SOCWELFAR/POL-ANA,Lecture,SOCW,344L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,874
STRUCTURED FINANCE,Lecture,BUS,417N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Business', '320N', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,873
MAP INTERNSHIP,Marist Abroad,MAP,395N,,,Registrar RG,Registrar RG,6,877
PROSTHETICS & ORTHOTICS,Lecture,PHTH,703N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,2,879
3D MODELING+VISUALIZATION,Lecture,ART,431N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,881
INST: IN CHILDHOOD DISORDERS,Independent Study,SOCW,371L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,883
FASHION STYLING,Lorenzo di Medici,FASH,211N,,,Communication and The Arts CO,School Communication Arts CO,3,884
DIGITAL FILMMAKING,Marist Abroad,MDIA,405L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Media Studies & Production', '203L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Media Studies & Production', '302N', 'Undergraduate', 'D', ')'], ['Or', '(', '', '', 'Communication', '287L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Communication', '398N', 'Undergraduate', 'D', ')']]",Communication and The Arts CO,School Communication Arts CO,3,878
QUAN METH ECON+BUS,Lecture,ECON,320L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Mathematics', '130L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Mathematics', '115L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Mathematics', '241L', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,880
HEALTH PROMO & WELLNESS II,Lecture,PHTH,704N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,1,885
COMM CFLCT+NEGT,Non Scheduled,COMG,620L,,,MA Communication CX,MA Communication CX,3,886
INVESTMENT ANALYS,Lecture,BUS,420N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Business', '320N', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Accounting', '330N', 'Undergraduate', 'D', ''], ['And', '(', '', '', 'Mathematics', '115L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Mathematics', '241L', 'Undergraduate', 'D', ')']]",Management SM,School of Management SM,3,882
ST:W AFRICA/ATL SLAVE TRADE,Lecture,HIST,293L,,,Liberal Arts LA,School of Liberal Arts LA,3,889
PRINCIPLES OF FINANCE,Marist Abroad,ECON,332N,,,Management SM,School of Management SM,3,890
ADMINISTRATION & LEADERSHIP,Lecture,PHTH,705N,,,Dr Physical Therapy PT,Dr. Physical Therapy PT,3,892
JR FIELD EDUC:PREP FOR PRACT,Lecture,SOCW,382N,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,1,891
OBJ-ORIENTED PROGRAMMING,Lecture,MSCS,501L,,,MSCS Computer Science CS,MSCS Computer Science CS,4,893
DIGITAL ANIMATION II,Lecture,ART,435N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '235N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Art', '235L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,888
CASE STUDIES PUBL RELAT MGMT,Lecture,COM,419L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Communication', '211L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Communication', '370L', 'Undergraduate', 'D', ')'], ['And', '(', '', '', 'Communication', '212L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Communication', '470L', 'Undergraduate', 'D', ')'], ['And', '(', '', '', 'Communication', '333L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Communication', '375L', 'Undergraduate', 'D', ')']]",Communication and The Arts CO,School Communication Arts CO,3,887
GAME DESIGN II,Lecture,MDIA,410L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Computing Technology', '120L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Games', '101L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,894
SOC WRK METHDS I,Lecture,SOCW,383N,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,896
ADV DATA STRUCTURES,Hybrid Lecture/Online,MSCS,502L,,,MSCS Computer Science CS,MSCS Computer Science CS,4,897
CAPPING,Lecture,ART,477L,,,Communication and The Arts CO,School Communication Arts CO,3,898
ST: INT'L BUSINESS ECONOMICS,Marist Abroad,ECON,382N,,,Management SM,School of Management SM,3,900
TOP IN TV:CRISIS+CATASTROPHE,Lecture,MDIA,421L,,,Communication and The Arts CO,School Communication Arts CO,3,901
CORP FINANCE,Lecture,BUS,421N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Business', '320N', 'Undergraduate', 'D', ''], ['And', '(', '', '', 'Mathematics', '115L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Mathematics', '241L', 'Undergraduate', 'D', ')']]",Management SM,School of Management SM,3,899
SOFTWARE DES-DEV,On Line Class,MSCS,510L,,,MSCS Computer Science CS,MSCS Computer Science CS,4,902
ADV PUBLIC PRESENT.,Marist Abroad,COM,420L,,,Communication and The Arts CO,School Communication Arts CO,3,903
ST:HISTORY OF ECONOMICS,Marist Abroad,ECON,383L,,,Management SM,School of Management SM,3,904
ST: HISTORY OF PUBLIC HEALTH,Lecture,HIST,294L,,,Liberal Arts LA,School of Liberal Arts LA,3,905
BEHAVIORAL MEDICINE,Lecture,PA,615N,,,MS Physician Assistant Studies PA,Physicians Assistant Studies PA,3,906
INTRO TO MARKETING,Lorenzo di Medici,FLOR,272N,,,Registrar RG,Registrar RG,2,907
TOPICS IN GLOBAL CINEMA,Marist Abroad,MDIA,422L,,,Communication and The Arts CO,School Communication Arts CO,3,908
PALACES OF ROME,Lorenzo di Medici,ARTL,211L,,,Communication and The Arts CO,School Communication Arts CO,3,910
ST:UNDRSTND DIVRSTY+INCLUS,Lecture,SOCW,390L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,1,912
CLINICAL MEDICINE III,Lecture,PA,616N,,,MS Physician Assistant Studies PA,Physicians Assistant Studies PA,4,911
INNOVATION MGMT+ NEW PRDT DVLP,Lecture,BUS,424N,,,Management SM,School of Management SM,3,913
ROBOTICS,Lecture,MSCS,552L,,,MSCS Computer Science CS,MSCS Computer Science CS,3,914
IN ST:CHINA DVLP,Independent Study,ECON,386L,,,Management SM,School of Management SM,3,915
ST:RACE IN AMERICA,Lecture,HIST,295L,,,Liberal Arts LA,School of Liberal Arts LA,3,916
STRATEGIC ADVERT CAMPAIGN DVLP,Lecture,COM,423L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '329L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Communication', '314L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,909
EPIDEMIOLOGY & BIOSTATISTICS,Lecture,PA,617N,,,MS Physician Assistant Studies PA,Physicians Assistant Studies PA,3,918
3D MODELING & VISUALIZATION,Lecture,MDIA,431L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Media Studies & Production', '103L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,917
SOC WORK W/DIV POPS,Lecture,SOCW,395L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,919
ADV TOPICS IN ENTREPRENEURSHIP,Lecture,BUS,425N,,,Management SM,School of Management SM,3,920
AESTHETICS OF DSGN,Lorenzo di Medici,ARTL,215L,,,Communication and The Arts CO,School Communication Arts CO,3,922
COMP GRAPHICS,Lecture,MSCS,555L,,,MSCS Computer Science CS,MSCS Computer Science CS,4,921
ST: ECON OF FRANCE/GERMANY,Lecture,ECON,392L,,,Management SM,School of Management SM,3,923
BRANDING,Marist Abroad,COM,424L,,,Communication and The Arts CO,School Communication Arts CO,3,925
GENERAL COMM RESEARCH,Lorenzo di Medici,FLOR,281L,,,Registrar RG,Registrar RG,2,926
EMERGENCY MEDICINE,Lecture,PA,618N,,,MS Physician Assistant Studies PA,Physicians Assistant Studies PA,3,927
MEDIA INTERNSHIP,Internship,MDIA,460N,,,Communication and The Arts CO,School Communication Arts CO,9,928
NETWORKING,On Line Class,MSCS,560L,,,MSCS Computer Science CS,MSCS Computer Science CS,4,930
FASHION COMMUNICATION,Marist Abroad,FASH,214L,,,Communication and The Arts CO,School Communication Arts CO,3,931
FLORENCE SKETCHBOOK BEGINNING,Lorenzo di Medici,STUD,125N,,,Communication and The Arts CO,School Communication Arts CO,3,934
INVESTMENT PRACTICUM-EQUITIES,Lecture,BUS,426N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Business', '320N', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,929
MEDICAL LIT/SEMINAR (online),On Line Class,PA,620N,,,MS Physician Assistant Studies PA,Physicians Assistant Studies PA,1,936
MEDIA STUDIES CAPPING,Lecture,MDIA,480L,,,Communication and The Arts CO,School Communication Arts CO,3,937
FINANCIAL MARKETS,Lecture,ECON,422L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Business', '320N', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,935
SR INTEGR SEM II,Lecture,SOCW,478L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Social Work', '482N', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Social Work', '475N', 'Undergraduate', 'C', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,933
APPAREL DEVELOPMENT I,Lorenzo di Medici,FASH,230N,,,Communication and The Arts CO,School Communication Arts CO,3,938
COMMUNICATION THEORY,On Line Class,COM,425L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Communication', '102L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Communication', '100L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Communication', '200L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,932
INST: ART INTELLIGENCE,Independent Study,MSCS,586L,,,MSCS Computer Science CS,MSCS Computer Science CS,1,940
GEN FASHION COM,Lorenzo di Medici,FLOR,283L,,,Registrar RG,Registrar RG,2,941
BEGINNING SCULPTURE,Marist Abroad,STUD,170N,,,Communication and The Arts CO,School Communication Arts CO,3,942
COMPREHENSIVE DIAGNOSIS,Lecture,PA,621N,,,MS Physician Assistant Studies PA,Physicians Assistant Studies PA,3,943
INVEST PRACT-FIXED INCOME,Lecture,BUS,427N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Business', '320N', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,939
SEC ALGORITHMS & PROTOCOLS,On Line Class,MSCS,630L,,,MSCS Computer Science CS,MSCS Computer Science CS,4,947
CLIN MICRO BIO I,Lecture,MEDT,301N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Biology', '312L', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Medical Technology', '260N', 'Undergraduate', 'C', '']]",Science SI,School of Science SI,4,944
PRACT SOC WORK II,Lecture,SOCW,485N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Social Work', '484N', 'Undergraduate', 'C', ''], ['And', '', '', '', 'Social Work', '475N', 'Undergraduate', 'C', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,5,945
MARBLE+STONE SCULPTURE,Marist Abroad,STUD,171N,,,Communication and The Arts CO,School Communication Arts CO,3,949
FAMILY MEDICINE-CR,Lecture,PA,701N,,,MS Physician Assistant Studies PA,Physicians Assistant Studies PA,3,950
FASHION TEXTILES,Lorenzo di Medici,FLOR,283N,,,Registrar RG,Registrar RG,2,952
