course_title,taught_how,subject,number,co_requisites,prerequisites,college,department,credit_hours,id
NEGTNS&CNFLT MGT,On Line Class,MBA,685N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MBA', '601N', 'Graduate', 'C', ''], ['Or', '', '', '', 'Masters - MBA', '660N', 'Graduate', 'C', '']]",MBA MB,MBA MB,3,588
HIST OF MODERN FASHION,Lorenzo di Medici,FASH,381L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Fashion', '100N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Fashion', '100L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Art', '281L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,587
MUSIC IN AMERICA,Lecture,MUS,343L,,,Communication and The Arts CO,School Communication Arts CO,3,592
DIGITAL PHOTOGRAPHY I,Lorenzo di Medici,ART,320N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,590
CURR STRAT SP NEED,Lecture,EDUC,374N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Education', '373N', 'Undergraduate', 'C+', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,591
INTRNATNL MARKET,Lecture,BUS,442N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Business', '340N', 'Undergraduate', 'D', ''], ['And', '(', '', '', 'Accounting', '204N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Business', '100N', 'Undergraduate', 'D', ')'], ['And', '(', '', '', 'Business', '382N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Business', '381N', 'Undergraduate', 'D', ')']]",Management SM,School of Management SM,3,589
BRANDING,Lecture,COM,424L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '220L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,593
ST:HIST OF ROCK'N ROLL,Lecture,MUS,392L,,,Communication and The Arts CO,School Communication Arts CO,3,595
ETHICAL MGT OF ORGNZT,On Line Class,MBA,688N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Masters - MBA', '601N', 'Graduate', 'C', ''], ['Or', '', '', '', 'Masters - MBA', '660N', 'Graduate', 'C', ')']]",MBA MB,MBA MB,3,594
ST:HIST OF MUSICAL THEATRE,Lecture,MUS,396L,,,Communication and The Arts CO,School Communication Arts CO,3,599
BEH MGMT THEO AND STRAT,Hybrid Lecture/Online,EDUC,376N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Education', '101L', 'Undergraduate', 'C+', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,596
ST:FASHION ADV RETAIL,Lecture,FASH,384N,,,Communication and The Arts CO,School Communication Arts CO,3,601
DIGITAL PAINTING,Lecture,ART,321N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,600
MKTING POL PROBS,Lecture,BUS,450N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Business', '440N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Business', '441N', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,598
COMMUNICATION THEORY,Marist Abroad,COM,425L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Communication', '102L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Communication', '100L', 'Undergraduate', 'D', ')'], ['And', '', '', '', 'Communication', '200L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,597
INTRO SOCIOLOGY,Lecture,SOC,101L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,603
ST: W AFRICAN DRUMMING ENSEM,Lecture,MUS,397N,,,Communication and The Arts CO,School Communication Arts CO,1,604
FASHION INTERN,Internship,FASH,387N,,,Communication and The Arts CO,School Communication Arts CO,12,605
CULTURALLY RESP EDUC,Marist Abroad,EDUC,379L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,607
GLOBAL TERRORISM+CONFLICT,Lecture,POSC,309L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Political Science', '201L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '202L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '205L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '210L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '211L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '212L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '213L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '214L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '216L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '217L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '218L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '221L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '225L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '232L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '233L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '235L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '236L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '240L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '243L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '245L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '251L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '252L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '255L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '260L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '266L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '271L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '273L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '280L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '283L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '285L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '289L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '290L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '296L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '293L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '294L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '295L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '281L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Political Science', '200L', 'Undergraduate', 'D', '']]",Liberal Arts LA,School of Liberal Arts LA,3,574
DESIGN FOR THE WEB,Marist Abroad,ART,323N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,606
ST: BAND CONDUCTING,Lecture,MUS,399N,,,Communication and The Arts CO,School Communication Arts CO,1,610
ST:PROD STUDIO DESIGN,Lecture,FASH,392N,,,Communication and The Arts CO,School Communication Arts CO,3,611
STRATEGIC MANGMT,On Line Class,MBA,801N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'Masters - MBA', '601N', 'Graduate', 'C', ''], ['Or', '', '', '', 'Masters - MBA', '660N', 'Graduate', 'C', ')'], ['And', '', '', '', 'Masters - MBA', '663N', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - MBA', '664N', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - MBA', '665N', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - MBA', '667N', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - MBA', '668N', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - MBA', '669N', 'Graduate', 'C', ''], ['And', '', '', '', 'Masters - MBA', '670N', 'Graduate', 'C', '']]",MBA MB,MBA MB,3,602
SPEC TOP: EDUC,Marist Abroad,EDUC,392N,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,612
GLOBAL BRAND MGMT,Lorenzo di Medici,COM,427L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '262L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Communication', '204L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Communication', '300L', 'Undergraduate', 'D', ')']]",Communication and The Arts CO,School Communication Arts CO,3,609
ST:DRUMLINE,Lecture,MUS,400N,,,Communication and The Arts CO,School Communication Arts CO,1,614
MGT STRATEGY POL,Lecture,BUS,477N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Business', '301N', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Business', '320N', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Business', '340N', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Business', '302N', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Business', '388N', 'Undergraduate', 'D', '']]",Management SM,School of Management SM,3,608
FASH INTERN,Internship,FASH,393N,,,Communication and The Arts CO,School Communication Arts CO,5,615
INTRO PUBLIC ADM,On Line Class,MPA,500L,,,MPA MP,MPA MP,3,617
DIGITAL ILLUSTRATION,Lecture,ART,326N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Art', '231L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,616
ST:EDUC INTERNSHIP,Marist Abroad,EDUC,399N,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,6,619
MUSIC 20TH CENTURY BRITAIN,Marist Abroad,IMUS,105L,,,Communication and The Arts CO,School Communication Arts CO,3,620
FASH INTERNSHIP,Internship,FASH,394N,,,Communication and The Arts CO,School Communication Arts CO,1,621
GLOBAL CONS INSGT STGY DEVLP,Marist Abroad,COM,428L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '262L', 'Undergraduate', 'D', ''], ['Or', '(', '', '', 'Communication', '204L', 'Undergraduate', 'D', ''], ['And', '', '', '', 'Communication', '300L', 'Undergraduate', 'D', ')']]",Communication and The Arts CO,School Communication Arts CO,3,618
HIGH RENAISSANCE+MANNERISM,Marist Abroad,ART,333L,,,Communication and The Arts CO,School Communication Arts CO,3,622
INTENSIVE MUS 20TH CEN BRITAIN,Marist Abroad,IMUS,120L,,,Communication and The Arts CO,School Communication Arts CO,4,624
FASH INTERN,Internship,FASH,396N,,,Communication and The Arts CO,School Communication Arts CO,3,626
PART/OBS SEC SCH,Lecture,EDUC,410N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Education', '354N', 'Undergraduate', 'C+', ''], ['And', '', '', '', 'Education', '492N', 'Undergraduate', 'C+', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,1,623
EMPLOYMENT PRACT,On Line Class,CRDV,100N,,,Communication and The Arts CO,School Communication Arts CO,1,627
RAPE CULTURE:PREVENT+INTERVENT,School College,SOC,110L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,1,628
COMM INTERNSHIP,Internship,COM,431N,,,Communication and The Arts CO,School Communication Arts CO,6,629
MANAG & LEADING IN ORGANIZATIO,On Line Class,ORG,101N,,,Professional Programs PP,Professional Programs PP,3,630
CONTEMPORARY ART,Lorenzo di Medici,ART,350L,,,Communication and The Arts CO,School Communication Arts CO,3,631
SPECIALIZD JOURN,Marist Abroad,COM,444L,,,Communication and The Arts CO,School Communication Arts CO,3,633
GLOB ISS BUS+SOC,On Line Class,ORG,202N,,,Professional Programs PP,Professional Programs PP,3,634
"CULTURE, POWER & EDUCATION",Marist Abroad,SOC,150L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,635
STU TEACH:EL SPEC,Lecture,EDUC,462N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Education', '352N', 'Undergraduate', 'C+', ''], ['And', '', '', '', 'Education', '374N', 'Undergraduate', 'C+', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,12,632
ART 19TH CENT,Marist Abroad,ART,365L,,,Communication and The Arts CO,School Communication Arts CO,3,636
FASH INTERNSHIP,Internship,FASH,397N,,,Communication and The Arts CO,School Communication Arts CO,6,637
MANAGING HUMAN RESRCS,On Line Class,ORG,301N,,,Professional Programs PP,Professional Programs PP,3,639
SPORTS REPORTING,Lecture,COM,445L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '242L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,638
CAREER PLANNING,On Line Class,CRDV,105N,,,Communication and The Arts CO,School Communication Arts CO,1,641
SOCIAL DEVIANCE,Lecture,SOC,211L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,642
ART 20TH CENT,Lecture,ART,366L,,,Communication and The Arts CO,School Communication Arts CO,3,643
ST:IND LABOR/POST SLAVE CARIB,Lecture,HIST,393L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '(', '', '', 'History', '101L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '123L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '124L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '130L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '135L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '140L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '141L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '142L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '201L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '205L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '210L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '215L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '216L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '217L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '218L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '219L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '220L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '222L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '223L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '225L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '226L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '227L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '228L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '229L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '230L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '232L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '234L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '236L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '240L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '242L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '244L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '247L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '248L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '249L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '250L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '251L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '252L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '255L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '256L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '258L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '260L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '261L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '262L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '263L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '266L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '267L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '268L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '269L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '270L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '271L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '272L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '274L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '275L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '280L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '285L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '286L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '292L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '293L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '294L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '295L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '296L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '297L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '298L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '299L', 'Undergraduate', 'D', ')'], ['And', '(', '', '', 'History', '201L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '205L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '210L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '215L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '216L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '217L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '218L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '219L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '220L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '222L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '223L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '225L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '226L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '227L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '228L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '229L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '230L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '232L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '234L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '236L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '240L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '242L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '244L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '247L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '248L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '249L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '250L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '251L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '252L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '255L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '256L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '258L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '260L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '261L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '262L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '263L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '266L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '267L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '268L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '269L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '270L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '271L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '272L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '274L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '275L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '280L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '285L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '286L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '292L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '293L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '294L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '295L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '296L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '297L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '298L', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'History', '299L', 'Undergraduate', 'D', ')']]",Liberal Arts LA,School of Liberal Arts LA,3,515
ST TCH SEC SCH,Lecture,EDUC,464N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Education', '410N', 'Undergraduate', 'C+', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,12,640
BEHVRS IN ORGANIZ,Lecture,ORG,302N,,,Professional Programs PP,Professional Programs PP,3,644
FASH INTERN,Internship,FASH,398N,,,Communication and The Arts CO,School Communication Arts CO,9,645
ST:STRATEGIES FOR URBAN LIVING,Marist Abroad,SOC,292L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,647
RENAISSANCE ART,Marist Abroad,ART,380L,,,Communication and The Arts CO,School Communication Arts CO,3,648
SPORTS BROADCASTING,Hybrid Lecture/Online,COM,448L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Communication', '242L', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,3,646
ST:METH OF TEACHING SEC SCHOOL,Lecture,EDUC,492N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Education', '410N', 'Undergraduate', 'C+', '']]",Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,649
SPORTS IN SOCIETY,Lecture,SOC,301L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,651
FASH INTERN,Internship,FASH,399N,,,Communication and The Arts CO,School Communication Arts CO,2,653
ECON IN PUB SECT,On Line Class,MPA,502L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Masters - MPA', '500L', 'Graduate', 'C', '']]",MPA MP,MPA MP,3,652
EDUCATION INTERNSHIP,Marist Abroad,EDU,361N,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,656
GEN CHEMISTRY I,Lecture,CHEM,111L,,,Science SI,School of Science SI,3,657
COM INTERNSHIP,Internship,COM,450N,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Career Development', '100N', 'Undergraduate', 'D', '']]",Communication and The Arts CO,School Communication Arts CO,10,654
LEADERSHIP IN THE GLOBAL WRKPL,On Line Class,ORG,322L,,"[['And/Or', '', 'Test', 'Score', 'Subject', 'Course Number', 'Level', 'Grade', ''], ['', '', '', '', 'Organizational Administration', '100N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Business', '100N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Organizational Administration', '101N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Organizational Administration', '202N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Organizational Administration', '301N', 'Undergraduate', 'D', ''], ['Or', '', '', '', 'Organizational Administration', '302N', 'Undergraduate', 'D', '']]",Professional Programs PP,Professional Programs PP,3,650
SOCIAL INEQUALITY,Lecture,SOC,336L,,,Behavioral and Social Science SB,School Behavioral/Social Sci SB,3,658
